,30y,20y,10y,5y,2y,1y,3m_tbil,3m_ib,date
130,4.5200000000000005,4.5565,4.1485,3.6670000000000003,3.3365,3.499,3.3545000000000003,5.02,2007-11-30
131,4.526999999999999,4.571,4.0975,3.4875,3.117,3.2630000000000003,3.0665,3.84,2007-12-31
132,4.33047619047619,4.350476190476191,3.744285714285714,2.9804761904761907,2.475714285714286,2.7114285714285713,2.82,3.06,2008-01-31
133,4.517,4.493,3.7375,2.779,1.973,2.0535,2.1740000000000004,2.79,2008-02-29
134,4.393,4.356,3.5100000000000002,2.4835000000000003,1.6170000000000002,1.544,1.2835,2.85,2008-03-31
135,4.443181818181818,4.4372727272727275,3.675,2.8413636363636363,2.0472727272727274,1.7381818181818183,1.3118181818181818,2.66,2008-04-30
136,4.596190476190476,4.595238095238095,3.8800000000000003,3.1533333333333333,2.4457142857142857,2.0557142857142856,1.7642857142857142,2.76,2008-05-31
137,4.689047619047619,4.735714285714286,4.099523809523809,3.485238095238095,2.7738095238095237,2.4195238095238096,1.8904761904761906,2.79,2008-06-30
138,4.570909090909091,4.623181818181818,4.007727272727273,3.303181818181818,2.5731818181818182,2.2818181818181817,1.6550000000000002,2.79,2008-07-31
139,4.501904761904761,4.5338095238095235,3.8857142857142852,3.141904761904762,2.4204761904761902,2.177142857142857,1.752857142857143,3.59,2008-08-31
140,4.269047619047619,4.3238095238095235,3.6861904761904762,2.8842857142857143,2.0761904761904764,1.912857142857143,1.1466666666666665,4.32,2008-09-30
141,4.173181818181818,4.450909090909091,3.814090909090909,2.726363636363636,1.6122727272727273,1.4204545454545454,0.6859090909090909,2.36,2008-10-31
142,4.004444444444444,4.271111111111111,3.526666666666667,2.2916666666666665,1.2127777777777777,1.0666666666666667,0.1938888888888889,1.77,2008-11-30
143,2.87,3.1759090909090912,2.4163636363636365,1.521818181818182,0.8209090909090908,0.49454545454545457,0.03409090909090909,1.02,2008-12-31
144,3.128,3.457,2.5175,1.5965,0.807,0.4445,0.1295,1.16,2009-01-31
145,3.586842105263158,3.834736842105263,2.87,1.8715789473684212,0.9752631578947369,0.6226315789473684,0.29526315789473684,1.07,2009-02-28
146,3.6431818181818185,3.78,2.819545454545455,1.8159090909090911,0.9313636363636365,0.644090909090909,0.2159090909090909,0.89,2009-03-31
147,3.76,3.8438095238095236,2.927142857142857,1.8580952380952382,0.927142857142857,0.5476190476190477,0.15809523809523812,0.57,2009-04-30
148,4.226999999999999,4.2195,3.293,2.134,0.9295,0.5015,0.177,0.39,2009-05-31
149,4.516363636363637,4.508636363636364,3.7218181818181817,2.705909090909091,1.184090909090909,0.5136363636363637,0.17863636363636365,0.35,2009-06-30
150,4.406818181818182,4.377727272727273,3.5622727272727275,2.462727272727273,1.0190909090909093,0.4786363636363636,0.18363636363636363,0.3,2009-07-31
151,4.370952380952382,4.327619047619048,3.587142857142857,2.570952380952381,1.1152380952380954,0.4590476190476191,0.1719047619047619,0.25,2009-08-31
152,4.185714285714286,4.140476190476191,3.401904761904762,2.369047619047619,0.9561904761904761,0.40476190476190477,0.12333333333333335,0.24,2009-09-30
153,4.188571428571429,4.1623809523809525,3.3876190476190478,2.3328571428571427,0.949047619047619,0.37476190476190474,0.07428571428571429,0.21,2009-10-31
154,4.314736842105264,4.235263157894737,3.4026315789473687,2.230526315789474,0.8031578947368421,0.31315789473684214,0.05210526315789474,0.22,2009-11-30
155,4.494090909090909,4.399545454545454,3.5900000000000003,2.3404545454545453,0.8745454545454545,0.37136363636363634,0.05454545454545454,0.2,2009-12-31
156,4.604736842105263,4.501578947368421,3.7331578947368427,2.4842105263157896,0.9289473684210525,0.34578947368421054,0.061578947368421046,0.19,2010-01-31
157,4.619473684210526,4.481052631578947,3.691052631578947,2.3636842105263156,0.856842105263158,0.34578947368421054,0.10894736842105263,0.23,2010-02-28
158,4.644782608695652,4.489130434782608,3.7273913043478264,2.4330434782608696,0.9586956521739131,0.39565217391304347,0.15043478260869564,0.3,2010-03-31
159,4.693181818181818,4.531363636363636,3.8468181818181817,2.5813636363636365,1.0604545454545455,0.44499999999999995,0.1622727272727273,0.45,2010-04-30
160,4.286,4.1145000000000005,3.4200000000000004,2.18,0.8305,0.371,0.16,0.52,2010-05-31
161,4.127727272727273,3.95,3.2040909090909087,1.9963636363636363,0.7245454545454545,0.3181818181818182,0.12363636363636364,0.41,2010-06-30
162,3.994285714285714,3.796190476190476,3.0114285714285716,1.762857142857143,0.6166666666666666,0.2914285714285714,0.15761904761904763,0.32,2010-07-31
163,3.803181818181818,3.516818181818182,2.6986363636363637,1.4654545454545456,0.5204545454545455,0.2590909090909091,0.155,0.28,2010-08-31
164,3.773333333333333,3.4690476190476187,2.6476190476190475,1.4104761904761904,0.48,0.2566666666666667,0.1519047619047619,0.27,2010-09-30
165,3.8725,3.524,2.54,1.1824999999999999,0.376,0.22800000000000004,0.1345,0.27,2010-10-31
166,4.186,3.818,2.763,1.35,0.454,0.252,0.143,0.3,2010-11-30
167,4.417727272727273,4.173636363636364,3.290909090909091,1.9345454545454546,0.6181818181818182,0.29409090909090907,0.1409090909090909,0.29,2010-12-31
168,4.523000000000001,4.281000000000001,3.3939999999999997,1.9945,0.6144999999999999,0.27349999999999997,0.152,0.28,2011-01-31
169,4.652105263157895,4.423684210526315,3.5763157894736843,2.2578947368421054,0.7726315789473684,0.28631578947368425,0.13210526315789473,0.28,2011-02-28
170,4.513913043478261,4.26608695652174,3.4143478260869564,2.1134782608695653,0.697391304347826,0.2591304347826087,0.10043478260869565,0.23,2011-03-31
171,4.5015,4.276,3.4549999999999996,2.169,0.7344999999999999,0.2465,0.058499999999999996,0.21,2011-04-30
172,4.293333333333333,4.011428571428572,3.168571428571429,1.8423809523809522,0.5552380952380952,0.1880952380952381,0.04095238095238095,0.22,2011-05-31
173,4.232727272727273,3.9145454545454546,3.002272727272727,1.5799999999999998,0.4104545454545454,0.1809090909090909,0.03727272727272728,0.24,2011-06-30
174,4.2705,3.9475000000000002,3.003,1.541,0.40650000000000003,0.185,0.0375,0.29,2011-07-31
175,3.651304347826087,3.244782608695652,2.3030434782608693,1.0213043478260868,0.23043478260869565,0.11478260869565218,0.024347826086956525,0.33,2011-08-31
176,3.182380952380952,2.827142857142857,1.975238095238095,0.9004761904761904,0.21142857142857144,0.10476190476190476,0.013809523809523811,0.37,2011-09-30
177,3.128,2.8695,2.152,1.0615,0.2805,0.1145,0.019,0.41,2011-10-31
178,3.0155000000000003,2.718,2.0134999999999996,0.908,0.2535,0.11200000000000002,0.014000000000000002,0.49,2011-11-30
179,2.9823809523809524,2.6676190476190476,1.9780952380952381,0.8914285714285713,0.2571428571428572,0.11523809523809524,0.01142857142857143,0.4,2011-12-31
180,3.0260000000000002,2.695,1.9665,0.835,0.2405,0.11499999999999999,0.0345,0.3,2012-01-31
181,3.109,2.748,1.9675,0.8310000000000001,0.27799999999999997,0.161,0.092,0.29,2012-02-29
182,3.2813636363636363,2.9404545454545454,2.1727272727272724,1.0172727272727273,0.34454545454545454,0.18999999999999997,0.08409090909090909,0.29,2012-03-31
183,3.1842857142857146,2.8166666666666664,2.052857142857143,0.8947619047619048,0.2919047619047619,0.18333333333333335,0.0838095238095238,0.29,2012-04-30
184,2.930909090909091,2.525909090909091,1.8031818181818182,0.7618181818181818,0.28500000000000003,0.1918181818181818,0.08954545454545454,0.32,2012-05-31
185,2.698095238095238,2.3061904761904763,1.6223809523809525,0.7114285714285714,0.2919047619047619,0.18904761904761905,0.09142857142857143,0.3,2012-06-30
186,2.59,2.217142857142857,1.5266666666666668,0.6195238095238095,0.2480952380952381,0.18571428571428572,0.09714285714285714,0.26,2012-07-31
187,2.7708695652173914,2.3978260869565218,1.6782608695652175,0.7139130434782608,0.26869565217391306,0.1834782608695652,0.10260869565217391,0.24,2012-08-31
188,2.8815789473684212,2.488421052631579,1.7231578947368422,0.6689473684210526,0.25526315789473686,0.17578947368421052,0.10526315789473684,0.23,2012-09-30
189,2.9004761904761907,2.505714285714286,1.7461904761904763,0.7085714285714286,0.27714285714285714,0.17952380952380953,0.10476190476190476,0.23,2012-10-31
190,2.8035,2.3895,1.654,0.665,0.268,0.1785,0.0935,0.24,2012-11-30
191,2.8835,2.4675000000000002,1.719,0.696,0.257,0.1585,0.06999999999999999,0.23,2012-12-31
192,3.0804761904761904,2.6814285714285715,1.9147619047619049,0.8052380952380952,0.2652380952380953,0.14523809523809525,0.07428571428571429,0.22,2013-01-31
193,3.165263157894737,2.782631578947368,1.9842105263157896,0.8463157894736841,0.2673684210526316,0.1573684210526316,0.09894736842105263,0.21,2013-02-28
194,3.1625,2.784,1.9575,0.8185,0.256,0.14750000000000002,0.087,0.2,2013-03-31
195,2.9327272727272726,2.5500000000000003,1.7590909090909093,0.7104545454545454,0.2322727272727273,0.12454545454545456,0.060000000000000005,0.2,2013-04-30
196,3.112727272727273,2.7286363636363635,1.9281818181818182,0.8409090909090909,0.25045454545454543,0.11863636363636364,0.04409090909090909,0.19,2013-05-31
197,3.4,3.0740000000000003,2.3,1.2035,0.3335,0.14200000000000002,0.0505,0.14,2013-06-30
198,3.605,3.3072727272727276,2.5822727272727275,1.4031818181818183,0.3409090909090909,0.12181818181818183,0.035454545454545454,0.12,2013-07-31
199,3.757727272727273,3.488181818181818,2.7372727272727273,1.5204545454545455,0.3563636363636364,0.12681818181818183,0.04363636363636363,0.11,2013-08-31
200,3.787,3.526,2.8095,1.5959999999999999,0.404,0.11850000000000001,0.016,0.12,2013-09-30
201,3.6759090909090912,3.3795454545454544,2.6159090909090907,1.366818181818182,0.33545454545454545,0.12136363636363635,0.04727272727272727,0.12,2013-10-31
202,3.8000000000000003,3.5036842105263153,2.718421052631579,1.3710526315789473,0.3036842105263158,0.12157894736842105,0.06789473684210527,0.14,2013-11-30
203,3.889047619047619,3.6266666666666665,2.901904761904762,1.5761904761904764,0.33999999999999997,0.13285714285714287,0.06666666666666668,0.12,2013-12-31
204,3.7690476190476194,3.5219047619047616,2.858095238095238,1.6466666666666665,0.3938095238095238,0.11619047619047619,0.043333333333333335,0.13,2014-01-31
205,3.6626315789473685,3.3847368421052635,2.709473684210526,1.5157894736842106,0.3268421052631579,0.11684210526315789,0.05263157894736842,0.12,2014-02-28
206,3.620952380952381,3.3466666666666667,2.723333333333333,1.6395238095238096,0.3990476190476191,0.1280952380952381,0.05238095238095238,0.12,2014-03-31
207,3.5176190476190476,3.2652380952380957,2.705238095238095,1.700952380952381,0.41714285714285715,0.10761904761904763,0.030952380952380953,0.11,2014-04-30
208,3.3899999999999997,3.1152380952380954,2.559047619047619,1.592857142857143,0.38904761904761903,0.09666666666666668,0.03238095238095238,0.11,2014-05-31
209,3.4200000000000004,3.1533333333333333,2.5985714285714288,1.679047619047619,0.4523809523809524,0.10476190476190476,0.03571428571428571,0.13,2014-06-30
